ID,Title,Description,URL,Type
204,Solar Sail Hardware Materials and Testing,"'Solar sails are an attractive spacecraft propulsion system which offers simple low-cost operations with no use of on-board propellant by deriving thrust directly from momentum transfer of solar photons. Applications include, but not limited to, interplanetary and interstellar exploration, heliophysics, and near-earth asteroid scout missions. The student is expected to study on development and cha...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000wsPp2AI/solar-sail-hardware-materials-and-testing,Student
205,Thermoplastic Composite Cryotank,NASA Space Technology Program has been seeking a reliable cryogenic propulsion system or subsystem that operates with propellants that are liquefied gases at low temperature. The novel lightweight composite cryogenic pressure vessel is expected to make significant advancement to achieve about 30% weight and 25% cost savings over SOA metallic cryogenic pressure vessels at the 10-meter diameter scal...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000wsRR2AY/thermoplastic-composite-cryotank,Student
206,Advanced Thermoplastic Composites for Aircraft Manufacturing,The Hi-Rate Composite Aircraft Manufacturing (HiCAM) project is focused on addressing the needs for providing a greater number of commercial aircraft to meet the market needs and to enable integration of more energy efficient aircraft into this industry. One aspect of this project is the use of thermoplastic composite materials for the manufacturing of aircraft components that have traditionally b...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000wsUf2AI/advanced-thermoplastic-composites-for-aircraft-manufacturing,Student
207,Climate Change Research Initiative Internship - GISS,"NASA Earth Science Division’s Early Career Research (ECR) Program Climate Change Research Initiative (CCRI) is an interdisciplinary, collaborative, summer STEM engagement, and experiential learning opportunity for undergraduate and high school interns, along with educators and graduate students, to work directly with NASA scientists and lead research teams in a NASA research project hosted at eith...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000x13J2AQ/climate-change-research-initiative-internship---giss,Student
208,Climate Change Research Initiative Internship - GISS,"NASA Earth Science Division’s Early Career Research (ECR) Program Climate Change Research Initiative (CCRI) is an interdisciplinary, collaborative, summer STEM engagement, and experiential learning opportunity for undergraduate and high school interns, along with educators and graduate students, to work directly with NASA scientists and lead research teams in a NASA research project hosted at eith...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000x1Pt2AI/climate-change-research-initiative-internship---giss,Student
209,Climate Change Research Initiative Internship - GSFC,"NASA Earth Science Division’s Early Career Research (ECR) Program Climate Change Research Initiative (CCRI) is an interdisciplinary, collaborative, summer STEM engagement, and experiential learning opportunity for undergraduate and high school interns, along with educators and graduate students, to work directly with NASA scientists and lead research teams in a NASA research project hosted at NASA...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000x2iX2AQ/climate-change-research-initiative-internship---gsfc,Student
210,Climate Change Research Initiative Internship - GSFC,"NASA Earth Science Division’s Early Career Research (ECR) Program Climate Change Research Initiative (CCRI) is an interdisciplinary, collaborative, summer STEM engagement, and experiential learning opportunity for undergraduate and high school interns, along with educators and graduate students, to work directly with NASA scientists and lead research teams in a NASA research project hosted at eith...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000x2oz2AA/climate-change-research-initiative-internship---gsfc,Student
211,AI & ML for Air Traffic Management (For Undergraduate Students),"This project explores the use of innovative and emerging applications of AI/ML (e.g., Natural Language Processing) to digitize and analyze heritage air traffic management (ATM) datasets. Given the rich volume of available text, audio and track data and the complexity of the problem space, this is an ideal candidate for the application of machine learning. The research is focused on optimizing curr...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000x6Cf2AI/ai-ml-for-air-traffic-management-for-undergraduate-students,Student
212,Structural Design/Analysis of Special Test Equipment,"Work will include design and/or analysis of ground hardware (test fixtures, lifting and handling equipment, personnel access, etc.). Work may include creating design drawings, static analysis via hand calculations and finite element modeling, performing trade studies of design options, and/or documentation of results. A summary of accomplished work will be presented to the branch at the end of t...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000xof72AA/structural-designanalysis-of-special-test-equipment,Student
213,Knowledge Management,"NASA's Office of the Chief Engineer is charged with managing knowledge learned from NASA projects. This includes the documentation of lessons, best practices, and other positive and negative experiences. It includes the use of the previous knowledge gained in ways that promote improved future project execution. The capture of knowlege from departing members of the workforce and the infusion of kn...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000xpcn2AA/knowledge-management,Student and Educator
214,Angle Measurement Electronics Development to Support Aeronautics Research,"Angle measurement systems provide key information during wind tunnel testing. Our group is responsible for maintaining existing and developing angle measurement technologies to support aeronautics wind tunnel testing for NASA. During this internship, you will serve as an aerodynamic measurement systems engineer focusing on the design, programing, and evaluation of support electronics of attitude s...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000xtuv2AA/angle-measurement-electronics-development-to-support-aeronautics-research,Student
215,Website Curator – Atmospheric Science Data Center (ASDC),"The Atmospheric Science Data Center (ASDC) is seeking a motivated and detail-oriented intern to assist with curating and maintaining the ASDC website while contributing to technical writing tasks. This is an exciting opportunity for students interested in web design, digital content management, and technical writing to support a NASA facility that provides critical atmospheric and Earth science da...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000xw4n2AA/website-curator-atmospheric-science-data-center-asdc,Student
216,Deep Space Logistics Strategy & Collaboration Team Intern,"This is not your average engineering internship! The assignment centers around technical content coordination and integration, and strategic communication in support of KSC's and DSL's participation in the NASA Exploration Systems Development Mission Directorate's Strategy and Architecture Office's Moon to Mars Strategy & Objectives, Architecture Concept Review, and Strategic Analyses Cycle. This ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000y1HN2AY/deep-space-logistics-strategy-collaboration-team-intern,Student
217,Artificial Intelligence/Machine Learning for NASA Science,Utilize Machine Learning/Deep Learning techniques on large archives of NASA Science data and unstructured data. The problem will include extracting information from these data and creating a knowledge-base for intelligent querying.,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000y3W52AI/artificial-intelligencemachine-learning-for-nasa-science,Student
218,Foundation Models for NASA Science,"The Inter-agency Implementation and Advanced Concepts Team (IMPACT) is looking for a passionate, talented, and inventive intern with a strong deep learning background, to build industry-leading technology with Foundation models including multimodal systems. Responsibilities include but not limited to leveraging NASA's diverse science data sets along with large-scale computing resources to fast-tra...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000y3cX2AQ/foundation-models-for-nasa-science,Student
219,SCaN Quantum Clock Synchronization,"**This is a FULLY ON-SITE intern experience in Greenbelt, MD, with only occasional telework.** The student will work on a multi-party clock synchronization project, which relies on quantum entanglement to share timing information to different parties. The student will need to run simulations of the protocol on various quantum computing simulators such as IBM Qiskit and Amazon Braket. We will al...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000y9y52AA/scan-quantum-clock-synchronization,Student
220,NASA Historical Film Migration & Preservation Intern,"The NASA Johnson Space Center’s Moving Imagery Repository has over 50,000 video tapes and LTO data tapes that need to be converted to digital files and migrated onto a spinning disk object storage platform. Descriptive metadata from 3 different websites/databases and multiple spreadsheets must be consolidated to ensure the most accurate metadata is attached to the records which will eventually be ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000yCpV2AU/nasa-historical-film-migration-preservation-intern,Student
221,SCaN Development of Monitor and Control Interfaces for Spacecraft Compatibility,The RF Compatibility Test Area (CTA) is a team of engineers that test the RF communication subsystems of future spacecraft to ensure compatibility with NASA's Near Space Network. These tests are conducted with portable test sets consisting of various test equipment and ground station systems. The focus of this internship will be implementing monitor and control of this test set equipment using COS...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000yTOv2AM/scan-development-of-monitor-and-control-interfaces-for-spacecraft-compatibility,Student
222,High Temperature Materials and Structures,"Students will assist with the development of high-temperature (T > 2000°F) materials and structures for hypersonic vehicles. The primary material systems of interest are carbon/carbon (C/C) and ceramic matrix composites (CMC). This is a multi-disciplinary effort involving heat transfer, aerodynamic heating, thermal and mechanical testing, environmental testing, coatings, and materials and structur...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000yjtV2AQ/high-temperature-materials-and-structures,Student
223,MELD Project Intern,"The MELD project seeks to understand the behavior of dust on the moon and in it's immediate vicinity. The potential for the contamination of dust on lunar surface systems, habitats, landers, and even orbiting platforms such as the Deep Space Gateway has been a concern since the Apollo era, yet it remains poorly understood. The MELD project and its associated activities seeks to determine the dynam...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ykUb2AI/meld-project-intern,Student
224,Space Architecture Development Intern,The Mars Habitation and Lunar Surface Human Systems and Habitation Integration leads are looking for interns to research and perform trade studies and analyses that would inform the Lunar/Mars Architectures. A main project will be assigned for the summer along with any additional side tasks that may need some additional help. We are looking for students interested in learning about human explorati...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ynkD2AQ/space-architecture-development-intern,Student
225,Space Physical Sciences Internship - Summer 2025,"The Space Physical Sciences (SPS) Internship Program provides undergraduate and graduate students with professional experience in the following physical science disciplines: Fluid Physics, Combustion Science and Soft Matter within NASA Glenn’s ISS Research Program. See this link to learn more about the current and past experiments that may be part of this internship: https://www1.grc.nasa.gov...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000z0Hd2AI/space-physical-sciences-internship---summer-2025,Student
226,Glenn High School Physical Sciences and Technologies Internship (Summer 2025),"The student will be supporting one or more of the following areas based on their background and experience level: 1) The Physical Sciences Informatics (PSI) system is an online database of past and current physical science ISS flight experiments. NASA has a backlog of experimental data that is needed to be converted and organized from paper logs, CDs, etc. and put on media to be uploaded onto ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000z0Sv2AI/glenn-high-school-physical-sciences-and-technologies-internship-summer-2025,Student
227,Web-based Aeronautics site and simulations support - Summer 2025,NASA Glenn has numerous web-based simulation programs within their Beginner's Guide to Aeronautics (BGA) website series that are currently using outdated applets that no longer run correctly. An Application Programming Interface (API) has been found that will convert the applets to javascript. The intern may have opportunities to convert the simpler applets written in Java using the AWT library t...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000z0j32AA/web-based-aeronautics-site-and-simulations-support---summer-2025,Student
228,Front & Back End Support of Web Based Inventory Mgmt System (Summer 2025),"NASA Glenn has an online Inventory Management System (IMP) that allows the bonded storage team to consolidate, maintain, and display a digitized version of their current inventory records. It was redesigned in the Fall 2024 using Django and Python and the Spring 2025 intern will continue these activities. It is expected that by the Summer 2025 final testing by users and input of inventory will b...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000z10n2AA/front-back-end-support-of-web-based-inventory-mgmt-system-summer-2025,Student
229,Composite Manufacturing - Sustainable Materials,"NASA's Sustainable Manufacturing of Aircraft project is working to advance the use of natural, recyclable, and biobased materials for aerospace applications. The goals of this internship include manufacture of test coupons using selected sustainable materials, characterization of the composite quality and fiber/matrix interface, and mechanical testing.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000zJtl2AE/composite-manufacturing---sustainable-materials,Student
230,Flat Floor Robotics Lab Simulations,The FFRL supports a variety of different types of dynamic simulations and tests include assembling a Laser profile scanner to measure & map 20-200 micron high Epoxy bumps or assembling steerable CubeSat simulators to tug out a power Tether to capture & service Satellites or weld structures together with Laser Beam Welders,https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000010TKn2AM/flat-floor-robotics-lab-simulations,Student
231,HAS Design Challenge Facilitator 2024/2025,This opportunity is for Texas educators interested in supporting High School Aerospace Scholars as a Design Challenge Facilitator. HAS engineering design challenge facilitators support scholars during virtual or in person design challenges. This position works collaboratively with the HAS team to ensure the activity and participants meet NASA’s STEM engagement goals and outcomes. The facilit...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000HNwH2AW/has-design-challenge-facilitator-20242025,Educator
232,Delaware Space Grant Undergrad Tuition Awards 2025-26,"This program annually grants awards to highly qualified undergraduate students in the fields of science, technology, engineering, mathematics and geography who are currently attending a DESGC Consortium institution. Tuition awards are up to $5,000 per student, and all recipients must be US Citizens. Applications are due Monday, March 10, 2025. Application Instructions: 1. All applications mus...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kiin2AA/delaware-space-grant-undergrad-tuition-awards-2025-26,Student
233,NASA MINDS 2025,"NASA MINDS is a multi-semester undergraduate level activity for Minority Serving Institutions (MSIs) that supports NASA’s Artemis mission. Students’ skills, creativity and innovation are challenged as they are asked to design and build technologies needed for the Artemis mission, with the support of their faculty. Prototypes developed by the students can serve as a potential resource to NASA. N...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000009vGn2AI/nasa-minds-2025,Student and Educator
234,NASA Women in STEM,"Join us for NASA Women in STEM Day on Saturday, May 10, 2025, at the Gilruth Center. Co-hosted by WELL ERG and OSTEM, this event inspires young women to explore STEM careers through panels, activities, and interactions with NASA professionals.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000019mpd2AA/nasa-women-in-stem,Student and Educator
235,Delaware Space Grant Undergrad Summer Internships 2025,"This program provides summer stipends of up to $6,000 to undergraduates in the fields of science, technology, engineering, math, and geography who are currently enrolled at a DESGC institution. Recipients must be US Citizens. Students will work on a research project with a faculty mentor at the institution they attend or at any DESGC affiliate institution. We will accept applications until all s...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000017leL2AQ/delaware-space-grant-undergrad-summer-internships-2025,Student
236,NASA Jet Propulsion Laboratory (JPL) Internship Opportunities. SG - Summer 2025,"Description We invite students majoring in the fields of Science, Technology, Engineering and Mathematics (STEM) to apply for internship opportunities to collaborate side-by-side with scientists and engineers in our creative and diverse research community. JPL’s technical competencies revolve around end-to-end implementation of unprecedented robotic space missions that study Earth, the solar ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000gFIn2AM/nasa-jet-propulsion-laboratory-jpl-internship-opportunities-sg---summer-2025,Student
237,Oct 24 Lunabotics Junior Workshop CLOSED,"This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). Groups of up to 50 students participate in a 2-hour workshop at the Kennedy Visitor Complex, engaging in hands-on cod...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000FcTB2A0/oct-24-lunabotics-junior-workshop-closed,Educator
238,Oct 17 Lunabotics Junior Workshop CLOSED,"This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). Groups of up to 50 students participate in a 2-hour workshop at the Kennedy Visitor Complex, engaging in hands-on cod...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000FcRZ2A0/oct-17-lunabotics-junior-workshop-closed,Educator
239,Sept 12 Lunabotics Junior Workshop,"This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). Groups of up to 50 students participate in a 2-hour workshop at the Kennedy Visitor Complex, engaging in hands-on cod...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000FbqU2AS/sept-12-lunabotics-junior-workshop,Educator
240,Sept 19 Lunabotics Jr Online Focus Group,"The Lunabotics Junior Workshop Focus Group is an online opportunity for U.S. educators to share their expertise with NASA: what aspect of robotics, the Moon, and coding will most benefit your middle schoolers as an online opportunity? How can we engage your students and provide EPD opportunities for you using our unique facility at Kennedy Space Center (KSC) with lunar soil simulant? Our rego...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Fc1l2AC/sept-19-lunabotics-jr-online-focus-group,Educator
241,CONNECTS Community of Practice FY25,"Registered community members will have the opportunity to sign up for engagement events, view and chat with other members who are interested in similar fields, read exclusive STEM content, and access resources such as lesson plans and interactive media. Explore Mission-Driven Resources Resources include discussions, articles, lesson plans, community events, professional learning opportunities,...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ReHV2A0/connects-community-of-practice-fy25,Educator Professional Development
242,Sept 26th - Lunabotics Junior Workshop*,"This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). Groups of up to 50 students participate in a 2-hour workshop at the Kennedy Visitor Complex, engaging in hands-on cod...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000SllZ2AS/sept-26th---lunabotics-junior-workshop,Educator
243,Nov 7 Lunabotics Junior EPD Workshop*,REQUIREMENT: MUST BE WITHIN DRIVING DISTANCE OF KENNEDY SPACE CENTER WHAT: Educators become software engineers for the day. Code robots to navigate and perform tasks on the south pole of the Moon on lunar maps. Experience is NOT required. Newbies are welcome! This is an introduction to block (Scratch) coding. GRADES: Middle-school educators (formal or informal) GROUP SIZE: Up to...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TbVd2AK/nov-7-lunabotics-junior-epd-workshop,Educator
244,Feb 13 Lunabotics Junior EPD workshop*,REQUIREMENT: MUST BE WITHIN DRIVING DISTANCE OF KENNEDY SPACE CENTER WHAT: Educators become software engineers for the day. Code robots to navigate and perform tasks on the south pole of the Moon on lunar maps. Experience is NOT required. Newbies are welcome! This is an introduction to block (Scratch) coding. GRADES: Middle-school educators (formal or informal) GROUP SIZE: Up to...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TcBZ2A0/feb-13-lunabotics-junior-epd-workshop,Educator
245,Dec 12 Lunabotics Junior Focus Group for Online Workshop,"Can teaching robotics be done virtually? Yes, but we need YOUR ideas and suggestions to make an online component that is grade appropriate, accessible, and fun! WHO: Middle School Educators (Formal or Informal) No coding or robotic experience are necessary. Newbies are welcome. GROUP SIZE: 50 Educators REQUIREMENT: Educators MUST be within driving distance of Kennedy Space Ce...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000Tjub2AC/dec-12-lunabotics-junior-focus-group-for-online-workshop,Educator
246,NQuest Grades 6-8 (2024-2025),"Are you ready for NASA to inspire your classroom? NASA Quest (NQuest) is a virtual & in-person NASA STEM engagement, now available for classrooms grades 6-8. NQuest is offered at no cost to your school on a first-come, first-served basis, and is a collaboration between the NASA Ames Research Center, Chabot Space and Science Center, and NASA Office of STEM Engagement. NQuest offers virtual wo...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000gxmr2AA/nquest-grades-6-8-2024-2025,Educator
247,Nov 14 Lunabotics Junior Workshop*,REQUIREMENT: MUST BE WITHIN DRIVING DISTANCE OF KENNEDY SPACE CENTER WHAT: This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. GRADES: Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). GROUP SIZE: Groups...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TamT2AS/nov-14-lunabotics-junior-workshop,Educator
248,Oct 17 Lunabotics Junior Workshop*,REQUIREMENT: MUST BE WITHIN DRIVING DISTANCE OF KENNEDY SPACE CENTER WHAT: This robotic coding and navigation workshop is an authentic introduction to block coding using lunar simulations - based on upcoming Artemis missions. GRADES: Middle-school aged student groups (formal or informal) MUST be local (within driving distance) to the Kennedy Space Center (KSC). GROUP SIZE: Groups...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000TZjx2AG/oct-17-lunabotics-junior-workshop,Educator
249,Delaware Space Grant Graduate Fellowships 25-26,"Fellowships provide stipends of $36,000 to highly qualified graduate students in the fields of science, technology, engineering, and mathematics who are currently attending University of Delaware, Delaware State University, or Wilmington University. Fellowships are available physically at each of these locations. Stipends are for one full year, and all recipients of these awards must be US Citizen...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ0000016zpp2AA/delaware-space-grant-graduate-fellowships-25-26,Educator
